transaction_date,transaction_type,category,amount
2022-12-26,Inflow,Marketing,3444.18
2022-03-28,Inflow,Sales,27096.53
2023-03-04,Inflow,Utilities,9671.85
2023-01-02,Outflow,Payroll,36494.69
2022-12-09,Inflow,Rent,26796.3
2022-12-13,Outflow,Marketing,14921.16
2022-04-06,Outflow,Marketing,16786.71
2024-06-02,Outflow,Payroll,27728.04
2023-05-01,Outflow,Rent,5896.27
2023-08-27,Outflow,Vendor Payments,35371.45
2023-02-16,Outflow,Marketing,489.44
2023-03-24,Outflow,Payroll,39164.19
2022-09-04,Inflow,Utilities,6955.53
2024-02-09,Inflow,Payroll,29761.82
2023-11-30,Outflow,Utilities,1885.01
2023-02-25,Inflow,Utilities,17427.73
2022-05-04,Outflow,Sales,25323.45
2024-07-29,Outflow,Sales,3088.03
2024-05-26,Inflow,Vendor Payments,17898.75
2022-01-13,Inflow,Vendor Payments,12334.52
2024-03-10,Outflow,Utilities,20080.27
2024-11-12,Outflow,Vendor Payments,20331.69
2024-08-02,Outflow,Vendor Payments,31473.69
2022-07-19,Outflow,Payroll,5203.13
2022-10-30,Outflow,Payroll,3583.97
2024-01-08,Outflow,Payroll,16255.04
2022-06-25,Inflow,Rent,35534.54
2024-11-18,Inflow,Utilities,34254.2
2023-11-08,Inflow,Vendor Payments,22531.72
2023-06-19,Inflow,Rent,35584.32
2023-04-22,Inflow,Marketing,32272.14
2023-01-18,Outflow,Utilities,11334.2
2023-07-10,Outflow,Marketing,7053.22
2022-11-30,Outflow,Payroll,12255.91
2024-06-16,Outflow,Marketing,9316.58
2024-07-19,Inflow,Payroll,25021.94
2023-11-16,Inflow,Utilities,23520.49
2023-07-15,Outflow,Utilities,24057.96
2022-05-03,Inflow,Vendor Payments,7815.35
2024-11-24,Outflow,Rent,31736.95
2023-09-10,Inflow,Payroll,17514.96
2024-09-14,Inflow,Sales,19056.34
2024-04-19,Inflow,Sales,39879.39
2023-02-20,Outflow,Vendor Payments,11506.19
2023-12-09,Outflow,Rent,15947.28
2023-09-29,Outflow,Payroll,27155.59
2022-12-13,Outflow,Vendor Payments,35252.4
2022-02-06,Outflow,Rent,5333.21
2023-05-27,Outflow,Sales,29481.32
2024-04-28,Outflow,Payroll,36755.74
2023-06-19,Inflow,Rent,17090.11
2024-06-28,Outflow,Marketing,11683.06
2024-02-12,Outflow,Payroll,27206.16
2023-10-26,Inflow,Marketing,10069.12
2024-11-07,Inflow,Utilities,15556.3
2022-01-27,Inflow,Utilities,35907.46
2023-06-20,Inflow,Utilities,23736.2
2024-11-18,Outflow,Vendor Payments,4070.6
2024-10-04,Outflow,Rent,13388.99
2023-10-20,Outflow,Utilities,25202.43
2023-10-02,Outflow,Rent,19415.46
2022-02-11,Outflow,Rent,26515.47
2022-08-01,Inflow,Rent,30529.22
2024-04-15,Outflow,Payroll,19380.42
2023-12-03,Outflow,Marketing,39481.98
2022-03-21,Outflow,Marketing,36612.55
2024-08-12,Inflow,Vendor Payments,2678.32
2024-06-20,Outflow,Utilities,10877.32
2023-02-28,Inflow,Vendor Payments,12231.58
2024-07-07,Outflow,Rent,7616.33
2023-05-31,Outflow,Sales,12687.06
2022-06-14,Outflow,Sales,17165.38
2024-09-23,Inflow,Rent,2346.57
2024-09-19,Inflow,Utilities,5353.82
2024-06-11,Inflow,Marketing,4120.96
2024-10-12,Outflow,Vendor Payments,2138.78
2024-12-01,Inflow,Payroll,19415.43
2024-01-11,Outflow,Sales,13551.98
2024-01-25,Inflow,Vendor Payments,37437.26
2023-02-20,Inflow,Sales,4379.59
2024-12-14,Outflow,Marketing,37063.6
2022-12-02,Outflow,Marketing,3735.86
2024-05-30,Outflow,Rent,24882.93
2024-08-29,Inflow,Rent,10134.89
2023-11-16,Inflow,Sales,33124.18
2024-01-11,Inflow,Sales,2740.55
2022-01-30,Inflow,Vendor Payments,38114.57
2023-07-29,Outflow,Rent,2176.11
2022-08-09,Inflow,Marketing,9872.2
2024-04-06,Outflow,Utilities,18728.13
2023-08-17,Outflow,Vendor Payments,30315.5
2024-01-24,Outflow,Vendor Payments,38059.17
2024-11-28,Outflow,Payroll,17293.28
2024-10-17,Inflow,Utilities,30365.21
2023-05-07,Inflow,Marketing,29168.35
2023-03-14,Outflow,Vendor Payments,22975.41
2023-04-24,Inflow,Utilities,27729.49
2024-02-22,Outflow,Payroll,1811.25
2024-08-06,Outflow,Utilities,17830.62
2024-10-04,Outflow,Rent,31498.67
2022-03-13,Outflow,Marketing,19126.58
2023-08-05,Outflow,Rent,34978.13
2022-08-08,Outflow,Payroll,33395.42
2024-10-24,Inflow,Marketing,34578.81
2024-09-29,Outflow,Sales,5460.87
2022-10-17,Inflow,Sales,9992.4
2023-01-15,Outflow,Sales,1475.01
2024-03-14,Outflow,Utilities,39317.19
2024-01-13,Inflow,Vendor Payments,9674.68
2022-03-21,Inflow,Utilities,14873.61
2022-03-07,Inflow,Utilities,11214.58
2022-05-16,Outflow,Utilities,1879.81
2023-02-03,Outflow,Utilities,10671.94
2022-12-13,Outflow,Sales,4198.37
2022-02-28,Outflow,Vendor Payments,15953.04
2024-02-17,Inflow,Vendor Payments,38682.92
2023-06-03,Outflow,Payroll,28021.02
2023-12-15,Outflow,Sales,28363.96
2024-09-03,Inflow,Marketing,18291.08
2022-03-20,Inflow,Utilities,32508.77
2022-04-25,Outflow,Vendor Payments,36358.88
2024-09-12,Outflow,Payroll,38473.54
2022-05-06,Outflow,Vendor Payments,4229.91
2023-07-27,Outflow,Marketing,35221.87
2024-08-22,Inflow,Marketing,9235.79
2023-05-15,Outflow,Sales,16071.5
2024-04-08,Inflow,Vendor Payments,14015.44
2023-09-18,Inflow,Marketing,27102.66
2023-03-28,Inflow,Rent,24037.6
2023-01-20,Outflow,Marketing,4631.46
2022-12-29,Inflow,Marketing,31378.06
2023-05-13,Inflow,Vendor Payments,17753.92
2023-06-21,Inflow,Utilities,388.21
2022-01-16,Inflow,Marketing,16755.78
2024-09-07,Inflow,Payroll,20798.36
2023-09-12,Outflow,Utilities,3034.33
2022-10-27,Inflow,Marketing,6300.07
2022-12-05,Inflow,Rent,39744.82
2022-10-30,Inflow,Marketing,34886.46
2023-08-15,Inflow,Sales,5593.1
2022-03-17,Inflow,Vendor Payments,23338.28
2024-07-02,Outflow,Rent,15355.96
2024-02-19,Inflow,Payroll,21886.49
2024-07-09,Inflow,Marketing,18980.25
2023-01-01,Outflow,Marketing,2211.51
2023-10-15,Outflow,Payroll,12822.19
2024-10-02,Inflow,Marketing,5283.17
2023-01-31,Inflow,Sales,19712.03
2024-03-14,Inflow,Utilities,36320.47
2024-11-17,Inflow,Utilities,39822.65
2024-04-24,Inflow,Rent,37786.85
2024-05-21,Inflow,Marketing,39432.18
2022-04-25,Inflow,Payroll,905.28
2023-01-08,Outflow,Payroll,29259.05
2024-04-29,Outflow,Rent,11136.07
2022-03-31,Outflow,Sales,34665.03
2024-01-27,Outflow,Rent,32605.22
2022-01-31,Inflow,Marketing,17119.88
2022-12-24,Inflow,Utilities,19088.45
2023-04-15,Inflow,Sales,10824.14
2022-09-27,Outflow,Sales,11765.52
2022-07-28,Outflow,Payroll,39252.62
2023-11-21,Outflow,Sales,35587.46
2023-04-02,Inflow,Marketing,7917.2
2023-03-25,Inflow,Marketing,11238.33
2022-03-09,Outflow,Marketing,4613.33
2024-05-23,Outflow,Utilities,39558.17
2023-04-12,Inflow,Vendor Payments,36316.23
2022-05-08,Outflow,Sales,22218.29
2024-01-03,Inflow,Sales,27807.86
2024-11-08,Outflow,Marketing,29993.49
2023-01-03,Inflow,Payroll,8391.31
2022-02-27,Outflow,Utilities,37406.25
2023-07-11,Outflow,Sales,21211.69
2022-02-17,Outflow,Vendor Payments,3970.33
2023-07-16,Outflow,Sales,16064.18
2023-08-16,Inflow,Rent,24185.37
2024-03-22,Inflow,Vendor Payments,14307.08
2022-02-28,Inflow,Payroll,28058.42
2022-06-10,Inflow,Vendor Payments,35317.38
2022-04-13,Inflow,Vendor Payments,30944.12
2024-04-25,Inflow,Sales,25813.52
2023-02-16,Outflow,Vendor Payments,20632.65
2024-02-25,Inflow,Marketing,10402.2
2022-07-02,Inflow,Utilities,18361.36
2023-02-21,Outflow,Vendor Payments,11930.23
2023-02-03,Outflow,Sales,37380.73
2024-08-14,Outflow,Marketing,36320.25
2024-02-18,Outflow,Payroll,6486.31
2023-10-17,Inflow,Rent,32958.02
2023-03-13,Inflow,Vendor Payments,28205.71
2022-11-14,Outflow,Marketing,39015.91
2023-08-29,Inflow,Marketing,18693.27
2024-06-29,Inflow,Payroll,28970.32
2023-05-12,Inflow,Payroll,20859.99
2023-03-03,Outflow,Rent,3055.2
2024-03-28,Outflow,Rent,2156.56
2024-10-19,Outflow,Sales,5147.82
2022-08-28,Inflow,Rent,12058.79
2024-12-18,Outflow,Rent,10586.79
2024-03-07,Outflow,Marketing,29214.57
2022-07-22,Inflow,Vendor Payments,28722.13
2022-10-14,Outflow,Vendor Payments,38864.36
2022-03-14,Inflow,Utilities,12622.52
2023-12-27,Inflow,Rent,37556.55
2022-12-03,Inflow,Utilities,24630.17
2022-07-22,Outflow,Utilities,19963.76
2022-08-19,Inflow,Sales,26813.3
2024-06-22,Outflow,Sales,28199.39
2024-12-16,Outflow,Vendor Payments,7125.58
2023-10-06,Outflow,Payroll,30143.11
2024-07-03,Inflow,Marketing,29089.36
2022-10-07,Inflow,Rent,39902.03
2024-03-19,Inflow,Marketing,36504.33
2023-04-11,Inflow,Rent,27481.01
2024-01-07,Outflow,Rent,28580.84
2024-03-14,Outflow,Utilities,37855.63
2022-09-23,Inflow,Vendor Payments,38696.98
2022-09-04,Inflow,Marketing,33130.52
2022-03-19,Outflow,Marketing,30765.52
2024-05-03,Inflow,Payroll,4721.22
2022-09-10,Inflow,Payroll,33263.79
2023-04-20,Inflow,Marketing,10351.87
2022-06-25,Outflow,Payroll,22682.24
2024-08-28,Outflow,Payroll,16393.29
2022-09-11,Outflow,Rent,14020.61
2024-06-21,Inflow,Vendor Payments,12616.93
2022-04-17,Outflow,Rent,34260.46
2022-02-27,Outflow,Utilities,30834.7
2024-07-30,Inflow,Payroll,21080.92
2022-03-25,Inflow,Rent,26679.88
2023-12-13,Outflow,Rent,39385.76
2024-06-19,Inflow,Sales,16082.14
2023-10-19,Inflow,Rent,22178.69
2023-04-01,Inflow,Rent,21480.89
2023-10-21,Outflow,Vendor Payments,37458.1
2024-02-12,Outflow,Marketing,14257.03
2024-03-01,Outflow,Sales,39454.31
2024-04-30,Inflow,Sales,12396.5
2023-06-10,Outflow,Sales,4623.61
2022-09-23,Outflow,Utilities,7897.53
2022-05-21,Outflow,Sales,17220.99
2024-06-13,Inflow,Vendor Payments,26095.31
2023-02-10,Inflow,Marketing,20817.96
2022-10-20,Outflow,Utilities,15238.24
2024-11-20,Outflow,Vendor Payments,22612.72
2022-12-21,Inflow,Sales,33600.61
2022-07-24,Inflow,Marketing,33605.56
2024-09-20,Outflow,Vendor Payments,29131.25
2022-10-18,Inflow,Marketing,38112.2
2022-04-21,Inflow,Utilities,23731.13
2024-12-27,Inflow,Vendor Payments,604.01
2023-01-08,Inflow,Marketing,11849.91
2022-07-15,Outflow,Vendor Payments,13330.44
2022-05-06,Inflow,Sales,22028.85
2022-09-19,Inflow,Sales,36224.11
2024-06-05,Inflow,Sales,33573.16
2024-07-12,Outflow,Utilities,9517.27
2022-06-04,Outflow,Vendor Payments,20919.79
2022-04-18,Outflow,Marketing,26468.2
2022-02-04,Outflow,Marketing,39504.21
2024-12-03,Inflow,Payroll,1542.72
2023-10-17,Outflow,Rent,18715.93
2023-12-24,Outflow,Sales,39527.91
2024-09-24,Outflow,Sales,39095.07
2023-02-20,Inflow,Sales,13429.84
2024-09-26,Inflow,Payroll,300.66
2022-10-12,Outflow,Payroll,23593.36
2023-06-02,Inflow,Payroll,34717.47
2022-01-27,Inflow,Sales,13174.6
2022-08-15,Outflow,Marketing,37390.52
2024-04-27,Inflow,Sales,13508.29
2022-01-18,Outflow,Payroll,24524.99
2022-02-12,Inflow,Payroll,28965.23
2022-03-30,Outflow,Rent,14013.01
2023-08-09,Inflow,Vendor Payments,14282.59
2022-06-06,Outflow,Rent,18958.79
2022-05-14,Inflow,Rent,33458.37
2023-04-09,Outflow,Sales,4303.78
2024-01-11,Inflow,Vendor Payments,25369.73
2024-11-23,Inflow,Vendor Payments,27190.71
2022-03-24,Outflow,Sales,22447.55
2024-07-17,Outflow,Marketing,37452.78
2024-05-15,Inflow,Utilities,24199.03
2022-07-23,Inflow,Sales,25492.7
2024-08-19,Inflow,Marketing,24110.47
2023-05-12,Inflow,Marketing,28964.15
2023-03-18,Outflow,Vendor Payments,5675.75
2024-04-07,Inflow,Sales,35802.77
2024-05-20,Outflow,Sales,1986.95
2024-05-18,Inflow,Vendor Payments,25737.54
2022-03-21,Inflow,Rent,24734.59
2024-03-22,Inflow,Sales,8562.41
2024-07-03,Inflow,Utilities,1916.23
2023-07-24,Inflow,Utilities,5811.77
2024-05-11,Inflow,Payroll,11085.38
2022-06-18,Outflow,Payroll,35319.6
2024-10-08,Inflow,Sales,34272.66
2022-08-24,Inflow,Marketing,2835.07
2023-02-03,Inflow,Utilities,11783.94
2023-08-11,Inflow,Utilities,35605.85
2024-03-31,Inflow,Vendor Payments,9695.36
2024-10-09,Inflow,Utilities,39839.82
2023-04-22,Outflow,Marketing,10496.56
2024-04-24,Outflow,Payroll,29642.8
2023-08-08,Outflow,Payroll,16857.25
2023-09-07,Inflow,Vendor Payments,5708.91
2023-08-29,Inflow,Payroll,10429.64
2024-08-18,Outflow,Rent,27102.19
2024-02-17,Outflow,Payroll,13681.14
2022-12-24,Inflow,Utilities,24283.89
2024-12-17,Inflow,Marketing,8459.58
2023-06-05,Inflow,Marketing,18108.66
2023-06-09,Outflow,Rent,20636.16
2023-01-28,Outflow,Marketing,16687.55
2022-06-02,Inflow,Marketing,8157.35
2024-06-11,Inflow,Marketing,18623.67
2024-09-10,Inflow,Sales,27808.15
2023-04-25,Inflow,Rent,38606.75
2023-08-06,Outflow,Rent,31644.01
2024-05-06,Outflow,Payroll,6710.38
2022-01-20,Inflow,Utilities,11126.26
2023-08-16,Outflow,Rent,3429.31
2022-08-16,Inflow,Vendor Payments,5685.29
2022-01-19,Outflow,Rent,10252.11
2023-03-20,Outflow,Vendor Payments,8221.24
2023-01-03,Inflow,Marketing,8781.88
2024-06-17,Outflow,Utilities,9461.58
2024-06-07,Inflow,Vendor Payments,12236.94
2023-12-27,Inflow,Utilities,5285.77
2022-05-27,Inflow,Utilities,11330.05
2023-03-06,Inflow,Sales,27629.95
2024-04-27,Outflow,Utilities,9685.12
2022-07-17,Inflow,Marketing,7121.99
2024-09-23,Outflow,Vendor Payments,2987.52
2023-07-19,Outflow,Utilities,20148.87
2023-01-04,Inflow,Marketing,33726.71
2024-03-12,Inflow,Sales,2642.96
2023-12-01,Inflow,Marketing,21830.34
2024-09-22,Inflow,Marketing,26129.57
2023-06-02,Inflow,Rent,23820.73
2024-02-14,Outflow,Payroll,35141.64
2023-07-15,Inflow,Vendor Payments,34695.9
2022-03-01,Outflow,Payroll,2575.11
2023-06-29,Inflow,Sales,14629.48
2024-10-13,Inflow,Sales,26931.94
2022-10-30,Inflow,Marketing,38112.05
2022-10-10,Inflow,Payroll,32245.99
2023-04-23,Inflow,Vendor Payments,7310.6
2024-11-11,Outflow,Vendor Payments,11384.59
2023-07-13,Outflow,Marketing,30614.68
2022-12-15,Inflow,Vendor Payments,19017.55
2023-11-01,Outflow,Rent,22027.91
2022-09-15,Inflow,Payroll,24476.5
2023-10-17,Inflow,Sales,4400.67
2024-12-06,Outflow,Vendor Payments,34281.69
2024-11-16,Outflow,Vendor Payments,34566.44
2024-11-16,Outflow,Vendor Payments,18889.11
2022-05-25,Inflow,Marketing,25185.76
2023-08-10,Outflow,Sales,26498.19
2023-06-06,Outflow,Payroll,7831.99
2024-03-11,Inflow,Vendor Payments,4769.62
2023-01-17,Outflow,Rent,1120.72
2024-02-15,Outflow,Utilities,36541.41
2023-11-04,Outflow,Marketing,14024.82
2022-11-23,Outflow,Payroll,3707.49
2023-09-22,Inflow,Vendor Payments,18792.26
2022-03-25,Outflow,Payroll,3302.32
2022-05-26,Inflow,Marketing,3684.45
2023-02-28,Outflow,Utilities,19708.75
2023-10-23,Outflow,Rent,20500.82
2024-02-02,Outflow,Vendor Payments,23331.68
2023-07-23,Inflow,Rent,26355.57
2022-12-13,Outflow,Marketing,26830.21
2022-12-13,Inflow,Rent,17489.97
2023-02-12,Outflow,Marketing,25848.26
2022-05-13,Outflow,Utilities,12398.17
2023-09-06,Inflow,Rent,17819.94
2024-09-14,Inflow,Payroll,15915.08
2022-04-16,Inflow,Payroll,13365.67
2022-06-20,Inflow,Marketing,9771.26
2023-10-02,Inflow,Payroll,3414.82
2022-09-19,Inflow,Utilities,20384.65
2023-05-09,Inflow,Rent,21630.34
2024-06-21,Outflow,Rent,13645.36
2022-10-17,Outflow,Vendor Payments,39041.0
2022-03-26,Outflow,Marketing,22411.36
2022-02-14,Inflow,Payroll,35593.72
2024-03-25,Outflow,Utilities,22932.39
2022-11-29,Inflow,Marketing,7839.66
2023-04-10,Outflow,Payroll,38992.51
2022-07-19,Inflow,Vendor Payments,35447.8
2022-11-25,Inflow,Rent,19009.57
2022-08-28,Outflow,Rent,9949.4
2024-03-08,Inflow,Utilities,9139.98
2023-12-03,Outflow,Sales,32299.01
2023-08-06,Outflow,Marketing,3044.01
2023-10-19,Inflow,Payroll,25631.0
2023-12-22,Outflow,Sales,25713.36
2022-12-26,Inflow,Marketing,7543.45
2023-01-20,Inflow,Payroll,28285.02
2024-03-09,Inflow,Vendor Payments,28304.63
2022-12-31,Inflow,Marketing,14196.23
2022-03-13,Inflow,Payroll,19490.02
2023-05-19,Inflow,Rent,33360.71
2022-05-07,Inflow,Marketing,21069.18
2023-04-27,Inflow,Payroll,24840.84
2022-10-10,Outflow,Utilities,16686.96
2024-10-22,Inflow,Rent,6239.08
2022-03-15,Inflow,Rent,39923.25
2024-12-23,Inflow,Sales,21402.0
2024-02-12,Inflow,Payroll,13656.92
2022-12-13,Outflow,Sales,28637.36
2022-11-20,Outflow,Utilities,24946.62
2022-08-27,Outflow,Sales,9546.46
2022-12-03,Inflow,Vendor Payments,35113.94
2022-12-07,Outflow,Sales,3114.85
2024-08-03,Outflow,Sales,24346.22
2024-06-10,Inflow,Vendor Payments,19272.17
2023-04-07,Inflow,Vendor Payments,12932.48
2024-03-08,Inflow,Marketing,33107.29
2024-01-03,Outflow,Sales,26354.2
2022-06-11,Inflow,Rent,30452.13
2023-03-24,Outflow,Vendor Payments,16761.95
2022-09-22,Inflow,Payroll,37713.21
2024-10-06,Outflow,Marketing,13985.52
2022-05-12,Outflow,Marketing,21382.48
2022-04-30,Outflow,Sales,37365.91
2023-11-03,Outflow,Utilities,3602.6
2023-05-20,Outflow,Rent,4619.77
2022-04-19,Outflow,Utilities,39769.25
2022-10-20,Outflow,Utilities,38864.23
2024-09-14,Inflow,Vendor Payments,30936.55
2024-04-07,Inflow,Payroll,19522.27
2022-07-06,Inflow,Sales,20390.62
2024-11-25,Inflow,Rent,10511.35
2022-09-13,Outflow,Sales,17479.42
2024-10-28,Inflow,Sales,17424.57
2024-01-18,Outflow,Marketing,1732.77
2022-02-10,Inflow,Utilities,18290.38
2024-01-27,Inflow,Payroll,19347.84
2022-04-23,Inflow,Payroll,26731.59
2024-02-07,Inflow,Payroll,20803.18
2024-05-03,Inflow,Payroll,34508.81
2022-03-19,Outflow,Vendor Payments,14892.2
2023-12-20,Outflow,Vendor Payments,16565.79
2024-05-27,Outflow,Payroll,22987.86
2023-02-06,Outflow,Rent,8348.09
2024-04-12,Outflow,Vendor Payments,15921.87
2022-03-05,Outflow,Vendor Payments,27540.85
2023-10-14,Inflow,Rent,16648.81
2024-06-04,Inflow,Payroll,36292.68
2024-12-01,Inflow,Sales,24727.43
2023-01-08,Inflow,Vendor Payments,6404.58
2022-11-02,Inflow,Sales,19651.54
2022-07-28,Outflow,Sales,30661.72
2023-04-12,Inflow,Rent,25840.8
2024-07-20,Outflow,Payroll,35444.96
2023-10-09,Inflow,Utilities,30074.32
2022-12-28,Inflow,Sales,2746.07
2023-12-22,Outflow,Payroll,4766.75
2023-12-17,Inflow,Marketing,26095.02
2023-06-27,Outflow,Utilities,9764.8
2022-07-13,Inflow,Utilities,23637.05
2023-10-14,Outflow,Utilities,31751.04
2024-11-16,Outflow,Payroll,23204.18
2024-12-05,Outflow,Rent,16794.9
2023-10-09,Outflow,Rent,25956.93
2024-08-11,Inflow,Marketing,6001.69
2024-12-17,Inflow,Rent,29011.36
2024-11-02,Inflow,Payroll,27971.9
2024-08-06,Inflow,Utilities,20721.81
2024-08-18,Inflow,Payroll,11368.9
2022-02-18,Outflow,Utilities,31963.28
2024-03-13,Inflow,Payroll,20568.85
2023-08-30,Outflow,Rent,2649.32
2022-01-10,Outflow,Payroll,36768.92
2023-11-05,Outflow,Vendor Payments,30778.34
2023-12-27,Outflow,Utilities,23516.76
2023-05-31,Outflow,Utilities,17641.97
2022-08-12,Inflow,Marketing,38408.02
2022-07-22,Outflow,Vendor Payments,31068.32
2024-07-30,Outflow,Payroll,21539.22
2023-08-12,Inflow,Rent,26230.21
2023-07-25,Inflow,Marketing,11445.79
2024-08-14,Inflow,Vendor Payments,8069.92
2022-07-15,Inflow,Payroll,11150.79
2023-02-22,Outflow,Rent,11937.5
2022-01-09,Inflow,Payroll,29667.62
2023-06-16,Inflow,Utilities,5860.42
2022-05-29,Inflow,Vendor Payments,31170.21
2023-01-18,Inflow,Vendor Payments,21078.79
2024-11-01,Inflow,Marketing,15567.55
2023-04-21,Inflow,Rent,12225.73
2023-08-02,Outflow,Sales,20674.06
2024-12-12,Inflow,Payroll,12905.48
2022-07-25,Outflow,Rent,17349.24
2024-09-12,Inflow,Sales,29638.91
2024-07-03,Outflow,Rent,25152.14
2024-01-15,Outflow,Payroll,29994.9
2024-07-01,Outflow,Payroll,28605.06
2022-02-23,Outflow,Marketing,32658.38
2024-09-28,Outflow,Vendor Payments,8307.09
2022-12-10,Inflow,Vendor Payments,39806.38
2023-12-04,Inflow,Vendor Payments,19188.09
2023-06-11,Inflow,Marketing,28813.85
2023-02-16,Inflow,Vendor Payments,27206.68
2023-07-23,Inflow,Rent,22776.16
2022-07-18,Outflow,Vendor Payments,39833.9
2024-02-14,Inflow,Vendor Payments,8927.44
2023-01-24,Inflow,Utilities,17042.64
2023-04-19,Outflow,Payroll,5370.9
2024-02-04,Outflow,Marketing,7518.87
2023-08-15,Outflow,Marketing,28604.67
2024-12-31,Outflow,Vendor Payments,492.25
2024-09-08,Inflow,Utilities,35625.88
2024-09-20,Outflow,Sales,25437.42
2022-06-17,Inflow,Payroll,17803.93
2022-10-11,Inflow,Vendor Payments,13455.04
2024-11-25,Inflow,Sales,5313.08
2024-04-03,Outflow,Rent,36886.03
2024-06-09,Inflow,Utilities,28579.2
2022-05-14,Outflow,Utilities,13654.8
2022-05-02,Inflow,Payroll,3116.17
2024-04-12,Inflow,Utilities,13229.61
2024-10-18,Inflow,Marketing,7629.98
2024-06-13,Inflow,Sales,31515.05
2022-10-16,Outflow,Vendor Payments,28868.07
2024-12-12,Outflow,Sales,20076.98
2024-12-10,Inflow,Marketing,35467.89
2024-04-18,Outflow,Rent,7473.02
2024-06-30,Outflow,Sales,18243.03
2022-02-09,Inflow,Vendor Payments,28511.63
2022-09-07,Outflow,Sales,2991.75
2022-08-06,Outflow,Utilities,15095.29
2022-06-28,Inflow,Rent,22995.09
2022-07-02,Inflow,Sales,14862.1
2023-12-06,Inflow,Rent,19363.9
2023-05-12,Inflow,Rent,24442.3
2023-08-20,Inflow,Payroll,14925.11
2023-04-06,Outflow,Payroll,4508.77
2023-04-19,Outflow,Vendor Payments,5835.95
2023-11-16,Inflow,Vendor Payments,21222.06
2024-11-26,Inflow,Vendor Payments,7237.18
2022-11-15,Outflow,Rent,35626.4
2022-12-22,Inflow,Rent,33417.17
2023-09-09,Outflow,Payroll,14156.57
2022-08-17,Outflow,Utilities,33290.19
2023-12-30,Outflow,Rent,21467.56
2023-07-15,Outflow,Payroll,6614.32
2023-09-27,Inflow,Sales,24684.21
2023-04-04,Inflow,Vendor Payments,27274.21
2022-01-25,Outflow,Vendor Payments,3630.5
2023-01-05,Outflow,Marketing,12783.79
2024-10-08,Inflow,Utilities,513.74
2023-09-03,Inflow,Payroll,12862.22
2022-04-19,Outflow,Marketing,13617.18
2023-12-21,Inflow,Vendor Payments,25319.28
2023-03-08,Inflow,Marketing,8202.02
2024-10-28,Outflow,Sales,1494.61
2023-09-28,Inflow,Marketing,12830.69
2023-01-02,Inflow,Sales,33077.1
2024-07-13,Outflow,Vendor Payments,16146.06
2023-02-18,Outflow,Rent,16779.22
2022-12-22,Inflow,Payroll,18920.39
2022-01-11,Inflow,Marketing,30146.02
2022-03-06,Outflow,Utilities,19356.99
2022-05-05,Inflow,Sales,3923.93
2022-11-08,Inflow,Utilities,8494.07
2024-02-14,Inflow,Vendor Payments,7759.53
2024-09-28,Outflow,Utilities,20462.17
2024-05-22,Outflow,Utilities,1488.2
2023-11-25,Outflow,Vendor Payments,11559.58
2024-09-16,Outflow,Rent,24405.64
2024-03-09,Outflow,Utilities,14379.63
2023-11-05,Inflow,Utilities,28396.17
2024-06-30,Outflow,Utilities,15831.49
2023-02-10,Outflow,Vendor Payments,39176.52
2024-09-22,Inflow,Utilities,38624.64
2024-11-06,Inflow,Vendor Payments,32053.68
2023-09-29,Outflow,Rent,38189.3
2024-06-08,Outflow,Vendor Payments,8429.7
2023-05-04,Inflow,Utilities,30111.65
2022-08-27,Outflow,Sales,13069.85
2022-06-29,Outflow,Utilities,29094.18
2022-11-13,Outflow,Marketing,15143.57
2022-08-20,Inflow,Marketing,11790.0
2022-11-27,Inflow,Sales,38364.17
2023-07-15,Outflow,Marketing,8632.45
2024-08-06,Outflow,Utilities,30415.17
2022-09-05,Inflow,Vendor Payments,27084.48
2022-10-10,Outflow,Utilities,12348.06
2024-07-28,Inflow,Marketing,18496.22
2022-02-01,Outflow,Marketing,5974.84
2023-06-14,Outflow,Vendor Payments,36871.98
2023-01-16,Outflow,Marketing,38734.36
2022-03-04,Outflow,Vendor Payments,29378.78
2022-05-08,Outflow,Rent,34021.99
2022-06-12,Outflow,Utilities,3579.91
2024-08-15,Inflow,Rent,15543.55
2022-10-22,Inflow,Marketing,13433.2
2022-06-28,Inflow,Rent,22728.58
2022-08-17,Inflow,Marketing,7579.21
2024-06-01,Inflow,Rent,22666.24
2023-01-29,Outflow,Marketing,26278.31
2023-11-23,Outflow,Payroll,5554.42
2022-03-13,Outflow,Utilities,5529.31
2022-11-14,Inflow,Sales,1706.31
